,tenure,paperlessBilling,monthlyCharges,totalCharges,churn,gender,age,phoneService,multipleLines,onlineSecurity,onlineBackup,deviceProtection,techSupport,streamingTV,streamingMovies,paymentMethod_Bank transfer (automatic),paymentMethod_Credit card (automatic),paymentMethod_Electronic check,paymentMethod_Mailed check,internetService_DSL,internetService_Fiber optic,internetService_No
2867,22,1,54.2,7.084561655087982,1,1,72,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
2868,15,0,85.3,7.15500590563958,0,1,76,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
2869,72,0,25.4,7.511961950245435,0,1,85,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2870,19,1,86.85,7.409227293821012,0,0,21,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
2871,1,0,19.65,3.027715319407042,0,1,31,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2872,12,0,19.3,5.449320240084564,0,0,80,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2873,70,1,65.0,8.423102268016642,0,0,60,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0
2874,23,1,20.3,6.148254597872171,0,0,59,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2875,49,0,81.35,8.29083196894604,0,1,65,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0
2876,32,1,108.15,8.149543963992299,1,1,37,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0
2877,27,0,52.85,7.263995128280923,0,0,65,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
2878,58,0,80.65,8.450775572546522,0,1,65,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
2879,1,1,71.35,4.281515453077493,1,1,44,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2880,70,1,110.2,8.950921764797261,0,0,66,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0
2881,13,0,89.4,7.058930106779255,1,0,85,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0
2882,67,1,19.8,7.19112807984582,0,1,52,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2883,19,1,87.3,7.414392142126673,0,1,82,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
2884,1,0,20.6,3.0726933146901194,1,1,46,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2885,72,1,114.5,9.0173622349937,0,1,83,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0
2886,38,0,20.2,6.644570678130743,0,0,37,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2887,40,0,55.8,7.711101251840158,0,1,70,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2888,61,1,24.2,7.297903682978408,0,0,35,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2889,2,1,19.9,3.708682081410116,0,1,47,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2890,22,0,19.05,6.040492778175336,0,0,82,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2891,15,1,96.5,7.278283817209405,0,1,39,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0
2892,53,0,19.85,6.959445994387492,0,0,76,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2893,48,0,39.4,7.545495452270344,0,0,69,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0
2894,3,1,70.25,5.355406333532164,0,0,68,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2895,65,1,59.8,8.265650165580329,0,0,59,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
2896,71,1,109.0,8.954156966583772,0,0,26,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0
2897,12,0,20.4,5.504518197131935,0,0,85,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2898,35,0,60.55,7.659289285241809,0,0,80,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0
2899,5,1,65.6,5.796057750765372,0,1,43,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0
2900,58,0,82.5,8.47345026846832,0,1,67,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
2901,72,1,82.3,8.687205971742594,0,1,56,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0
2902,1,0,20.3,3.0587070727153796,0,0,74,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2903,39,1,95.55,8.223479632732698,1,0,33,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0
2904,53,0,20.2,6.976908137670454,0,1,65,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2905,27,1,89.2,7.787133032832752,0,0,36,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0
2906,1,1,69.65,4.257738109130536,1,0,61,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2907,1,1,89.3,4.5031374604229395,1,0,86,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0
2908,72,1,84.4,8.712398067374298,0,0,54,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0
2909,36,1,87.55,8.056046225880793,1,0,62,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0
2910,4,1,25.15,4.6210435351443815,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2911,25,0,19.8,6.206575926724928,0,0,41,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2912,63,1,65.0,8.317766166719343,0,1,54,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0
2913,14,1,55.5,6.656726524178391,0,1,75,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
2914,72,1,109.75,8.974997713204976,0,1,40,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0
2915,47,1,60.0,7.944846711001996,0,0,22,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0
2916,19,1,88.8,7.43141815154962,0,1,88,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0
2917,13,1,35.1,6.125339630664009,1,0,77,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2918,42,1,49.55,7.641132278761148,0,0,36,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2919,5,1,81.3,6.010040932680917,1,1,21,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0
2920,2,1,19.6,3.6938669956249757,1,0,46,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2921,72,1,65.0,8.45126704130007,0,1,47,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0
2922,61,0,80.9,8.504290306060714,0,1,84,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0
2923,1,1,71.0,4.276666119016055,1,1,66,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2924,9,1,85.05,6.641769464612116,1,1,52,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0
2925,1,1,44.4,3.8155121050473024,1,1,31,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2926,65,0,105.1,8.829445917802223,0,1,69,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0
2927,70,1,115.15,8.994854922403794,0,0,22,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
2928,60,1,65.0,8.268988209506656,0,1,31,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0
2929,22,1,20.05,6.091536100832197,0,0,82,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2930,1,1,70.3,4.26689632742025,1,1,77,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2931,30,0,25.35,6.635290172335217,0,1,28,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2932,65,1,105.05,8.828970136872062,0,0,40,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0
2933,6,0,19.15,4.752727750345706,0,1,58,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2934,53,0,71.85,8.245135093197383,0,1,82,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0
2935,7,1,75.4,6.270610288537477,0,1,49,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2936,61,1,49.7,8.017208590828123,0,0,49,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2937,3,1,75.8,5.431098477781855,1,0,64,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2938,3,0,76.1,5.435031189863858,0,0,23,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2939,63,1,19.95,7.137159193267161,0,1,45,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2940,21,1,69.1,7.280766063536691,1,1,41,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2941,15,1,48.8,6.597145701886651,0,0,48,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2942,17,0,88.25,7.314053373394193,1,0,60,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0
2943,71,0,89.3,8.754839073730555,0,0,30,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0
2944,21,1,97.35,7.6233242029768125,1,0,69,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0
2945,47,0,19.65,6.829307132652995,0,0,50,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2946,5,1,25.9,4.871373226762748,1,1,70,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2947,10,1,100.6,6.914730892718563,1,0,86,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
2948,65,0,71.0,8.437283808187935,0,0,71,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0
2949,23,0,24.35,6.329810028110876,0,1,45,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2950,47,0,19.75,6.8343778091773615,0,0,71,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2951,12,1,24.0,5.666426688112432,0,1,60,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2952,45,1,100.85,8.420517079150777,1,1,74,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0
2953,33,0,24.15,6.682045938845195,0,0,24,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2954,67,1,75.7,8.531667925170549,0,1,71,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2955,49,0,84.5,8.32881332003832,1,1,27,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
2956,70,0,98.9,8.8427489162961,0,0,51,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0
2957,1,1,85.0,4.454347296253507,0,1,75,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
2958,1,1,44.3,3.8133070324889884,0,1,83,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2959,1,0,20.2,3.054001181677967,1,1,28,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2960,7,0,65.0,6.1224928095143865,0,1,72,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2961,47,1,85.2,8.295398729671323,1,0,79,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0
2962,69,1,19.1,7.184553334831839,0,1,54,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2963,4,1,65.0,5.564520407322694,0,1,48,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2964,26,1,78.8,7.625497506397463,0,0,79,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2965,27,0,78.2,7.655580020832778,0,0,88,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0
2966,72,0,105.25,8.93313654381203,0,1,38,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0
2967,62,0,20.65,7.155630466515531,0,1,71,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2968,20,1,68.7,7.226209010100671,0,1,75,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0
2969,61,0,19.75,7.094857058949081,0,0,63,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2970,62,1,89.1,8.617074724825805,0,1,74,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0
2971,13,1,98.0,7.150701457592526,1,1,74,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0
2972,5,1,94.45,6.159623790089432,1,1,51,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0
2973,13,1,59.9,6.658909230315555,0,1,34,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
2974,8,1,84.0,6.511745329644728,1,0,41,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0
2975,34,1,108.9,8.217060598573893,0,1,74,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0
2976,18,0,33.6,6.406549898593137,0,1,22,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
2977,12,0,56.65,6.523268577259164,1,1,56,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0
2978,57,1,95.3,8.600265152419315,0,0,61,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0
2979,33,1,24.5,6.69641677311769,1,0,46,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2980,70,0,84.6,8.686598356276965,0,1,82,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0
2981,37,0,100.3,8.219353033198397,0,0,24,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0
2982,31,1,89.9,7.933043903231403,1,0,74,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2983,62,0,84.45,8.563484999195516,0,0,26,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
2984,16,0,80.75,7.164720378771857,0,1,37,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
2985,49,0,61.75,8.01524471558785,0,0,77,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0
2986,36,1,63.7,7.7381394778471675,0,1,77,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0
2987,4,1,25.2,4.623010104116422,1,1,65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2988,12,0,74.05,6.790771923496318,1,0,20,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0
2989,31,0,87.6,7.90713637738839,0,0,26,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0
2990,66,0,20.0,7.186144304522325,0,1,31,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2991,15,0,55.0,6.716594773520978,1,0,56,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
2992,7,1,89.75,6.444528634015425,1,1,41,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0
2993,57,0,20.65,7.071615808132508,0,1,73,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2994,22,1,50.35,7.010943436778306,0,0,86,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0
2995,57,0,74.6,8.355426919776932,0,0,44,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0
2996,11,1,79.15,6.770387967189224,0,1,63,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2997,1,0,20.35,3.0610517396746335,0,0,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2998,3,1,65.0,5.278114659230517,1,1,45,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0
2999,72,0,111.95,8.994842517687522,0,1,23,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0
3000,62,0,19.85,7.116150607947438,0,1,27,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3001,6,1,89.75,6.290642784698189,0,0,60,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0
3002,35,1,108.95,8.246499331993311,0,1,90,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0
3003,52,0,19.65,6.930299243417031,0,1,68,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3004,6,1,82.85,6.210800860079238,1,1,39,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
3005,71,0,93.2,8.797578708635381,0,0,43,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0
3006,67,0,84.8,8.64516415346011,0,0,55,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0
3007,15,1,65.0,6.883462586413092,0,1,47,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3008,53,1,103.85,8.613421131767668,1,1,54,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0
3009,24,0,24.2,6.366126746061101,0,1,50,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
3010,37,0,19.35,6.575006103161049,0,0,50,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3011,5,1,83.6,6.037870919922137,1,0,51,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
3012,3,1,74.55,5.414543635516169,0,0,75,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3013,33,0,20.35,6.511076458154591,0,1,70,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3014,41,1,80.55,8.10275292681779,0,0,71,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0
3015,34,0,61.25,7.641804450862508,0,0,87,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0
3016,13,1,20.45,5.586686702779954,0,0,48,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3017,51,0,19.6,6.908355099054105,0,0,65,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3018,3,1,91.5,5.6185876285929695,1,0,64,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0
3019,13,0,19.45,5.536743541393403,0,0,76,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3020,35,0,25.45,6.793185824239001,0,1,51,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3021,4,1,94.9,5.9417489548620495,0,1,57,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0
3022,43,1,49.05,7.654514313990728,1,0,74,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0
3023,12,1,29.3,5.86533426996377,0,0,81,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
3024,25,1,88.95,7.707399828736972,1,1,43,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0
3025,7,0,20.25,4.96109484853612,0,0,49,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3026,53,0,110.5,8.67547817038195,0,0,79,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0
3027,70,1,114.2,8.986571625268054,1,0,56,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
3028,27,0,36.5,6.89416332546267,1,1,44,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
3029,1,0,70.75,4.273187854639731,1,0,36,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3030,37,0,19.6,6.587825458980236,0,0,81,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3031,3,1,40.15,4.799502655448181,1,1,82,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
3032,12,1,76.6,6.824591037721368,0,0,67,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3033,9,1,85.3,6.644700776355086,0,0,46,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
3034,61,0,99.4,8.710190888207427,0,1,22,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0
3035,43,1,25.1,6.984994059322939,0,0,41,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3036,36,1,97.35,8.162116968841202,1,0,49,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0
3037,58,1,71.1,8.324772812744868,0,0,51,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0
3038,39,1,40.3,7.360549166496679,0,0,70,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0
3039,26,1,49.5,7.160845906664299,0,0,28,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
3040,53,1,65.0,8.144969417087875,0,0,21,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
3041,70,1,19.2,7.20414929203594,0,0,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3042,7,0,35.3,5.513831890697755,0,1,22,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
3043,59,0,76.75,8.41831164185612,0,1,48,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0
3044,61,1,81.0,8.505525386548555,0,1,43,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0
3045,10,0,64.9,6.476972362889683,0,0,35,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0
3046,65,0,61.35,8.291233177592453,0,0,39,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0
3047,25,0,54.1,7.210449109054355,0,0,57,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
3048,64,1,24.4,7.354106379562644,0,1,77,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3049,61,1,69.9,8.358174012992052,0,1,69,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0
3050,1,1,55.4,4.032469158504013,1,0,53,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3051,68,1,103.25,8.856803356728378,0,1,82,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0
3052,71,1,47.05,8.114190050178992,0,0,48,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0
3053,4,1,19.65,4.377014092850337,0,1,49,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3054,1,1,70.2,4.26549281841793,0,0,77,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3055,21,1,75.9,7.374566317328709,0,1,69,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0
3056,71,0,24.7,7.470053181117089,0,0,65,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3057,29,1,99.05,7.963268677413599,1,0,51,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0
3058,69,0,110.25,8.936988463832558,0,0,56,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0
3059,64,1,85.0,8.601718146485926,0,0,41,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0
3060,2,1,55.1,4.711330381816482,1,1,24,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0
3061,1,0,19.95,3.0421386463681466,0,1,80,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3062,18,0,25.15,6.117436186669918,0,1,73,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3063,19,1,59.8,7.036324379776845,0,0,46,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
3064,40,0,83.85,8.118207049405783,0,0,22,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0
3065,21,0,65.0,7.2196420401307355,0,1,23,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
3066,48,1,73.85,8.17351908346428,0,0,75,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0
3067,6,0,59.45,5.879694646264972,0,1,88,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3068,8,0,19.5,5.056245805348308,0,0,29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3069,13,1,102.25,7.193122173476478,1,1,57,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0
3070,56,0,109.8,8.724174839946564,0,0,20,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0
3071,47,1,95.05,8.404774491946505,1,0,88,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0
3072,67,1,53.4,8.18278282767344,0,0,28,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0
3073,67,0,83.85,8.633900092692112,0,1,78,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0
3074,3,0,19.95,4.108411819433536,0,0,84,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3075,52,1,104.2,8.597740387198861,1,1,30,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0
3076,23,1,90.0,7.635786861395585,0,1,47,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0
3077,39,0,99.1,8.25994979290502,0,0,39,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
3078,32,0,91.05,7.977487868099597,0,1,54,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0
3079,16,1,93.2,7.308006820037414,1,0,89,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0
3080,60,1,20.95,7.1372784372603855,0,1,49,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3081,3,0,65.0,5.278114659230517,1,1,32,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3082,2,1,19.65,3.696351468952637,0,1,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3083,2,0,20.5,3.7376696182833684,0,0,48,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3084,36,1,89.65,8.079741937450217,0,0,61,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0
3085,45,0,75.15,8.126444267143754,0,1,30,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0
3086,4,1,70.65,5.647564794657972,0,1,51,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3087,31,1,104.2,8.080608864249204,1,0,52,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0
3088,47,0,90.05,8.350748920778697,0,1,61,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0
3089,59,1,88.75,8.563551830394255,0,0,59,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0
3090,10,1,65.0,6.478509642208569,1,1,69,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3091,35,0,91.0,8.066521490469993,0,1,27,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0
3092,4,1,29.65,4.784152841516532,1,1,80,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
3093,32,1,90.8,7.97473929219207,0,1,89,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0
3094,43,1,77.85,8.116282695297754,1,1,77,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0
3095,54,1,18.95,6.931764731442489,0,0,55,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3096,61,1,99.9,8.715207634889884,0,1,60,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
3097,41,1,55.7,7.733990003680438,0,1,63,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
3098,47,1,110.85,8.558517459775866,1,1,79,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0
3099,72,1,91.95,8.798062106934772,0,1,82,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0
3100,1,0,80.5,4.400603020246817,1,1,79,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
3101,42,0,55.65,7.757179448599348,0,0,41,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
3102,18,1,74.7,7.204595289218684,0,0,38,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
3103,13,1,104.15,7.211519832263963,0,0,57,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0
3104,68,1,83.65,8.646324919696074,0,0,67,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0
3105,4,1,72.2,5.669191029886582,1,1,78,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
3106,25,0,25.5,6.459121675472594,0,1,60,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3107,43,1,89.55,8.256256906899898,1,1,71,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0
3108,42,1,95.25,8.2944245698071,1,1,38,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0
3109,52,1,95.65,8.512140447779586,0,1,86,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0
3110,46,0,85.0,8.271548374755515,1,1,83,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
3111,61,1,80.8,8.503053698262516,0,1,34,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0
3112,5,1,85.75,6.063203644262958,1,0,84,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
3113,15,0,50.75,6.636274585868364,0,1,39,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0
3114,44,0,20.05,6.783551675522831,0,1,31,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3115,58,0,71.6,8.331778856912035,0,1,60,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0
3116,70,1,58.4,8.316055720364643,0,0,64,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
3117,10,0,53.7,6.2878585601617845,0,1,45,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0
