,calculated_host_listings_count,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,days_past_last_review,bathrooms,bedrooms,beds,price,guests_included,extra_people,minimum_nights,maximum_nights,latitude,longitude,accommodates,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,Seniority_days,instant_bookable_0,instant_bookable_1,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,require_guest_profile_picture_0,require_guest_profile_picture_1,require_guest_phone_verification_0,require_guest_phone_verification_1,bed_type_Airbed,bed_type_Couch,bed_type_Futon,bed_type_Pull-out Sofa,bed_type_Real Bed,has_availability_1,property_type_Apartment,property_type_Condominium,property_type_House,property_type_Other,property_type_Townhouse,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,host_is_superhost_0.0,host_is_superhost_1.0,host_has_profile_pic_0,host_has_profile_pic_1,host_has_profile_pic_1.1,host_identity_verified_0,host_identity_verified_1
986,2.0,1.0,80.0,8.0,6.0,10.0,6.0,0.0,1.0,1.0,1.0,80.0,1.0,0.0,1.0,7.0,47.62393111,-122.3225862,1.0,81.89,79.73,2.0,2.0,1614.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
987,1.0,66.0,95.0,10.0,9.0,10.0,10.0,270.0,1.0,1.0,1.0,39.0,1.0,0.0,2.0,21.0,47.61812929,-122.3148371,2.0,100.0,100.0,1.0,1.0,1165.0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
988,1.0,21.0,99.0,10.0,10.0,10.0,10.0,-48.0,1.0,1.0,1.0,125.0,2.0,25.0,1.0,10.0,47.61445783,-122.3142697,2.0,100.0,100.0,1.0,1.0,826.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
989,1.0,3.0,87.0,9.0,10.0,10.0,10.0,40.0,1.0,1.0,1.0,150.0,1.0,0.0,2.0,10.0,47.62026414,-122.3224636,2.0,81.89,79.73,1.0,1.0,1284.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
990,1.0,8.0,94.0,9.0,9.0,10.0,9.0,404.0,1.0,1.0,2.0,180.0,2.0,10.0,5.0,30.0,47.6236202,-122.3169666,5.0,100.0,79.73,1.0,1.0,1423.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
991,3.0,14.0,94.0,9.0,9.0,9.0,10.0,751.0,1.0,1.0,1.0,150.0,1.0,50.0,1.0,90.0,47.62581022,-122.3192658,2.0,100.0,100.0,3.0,3.0,1029.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
992,1.0,11.0,100.0,10.0,10.0,10.0,10.0,933.0,2.0,2.0,4.0,240.0,1.0,0.0,3.0,30.0,47.62336216,-122.3166778,7.0,100.0,100.0,13.0,13.0,1881.0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
993,1.0,15.0,99.0,10.0,10.0,10.0,10.0,18.0,1.0,1.0,2.0,99.0,2.0,20.0,1.0,27.0,47.6186086,-122.3196966,2.0,100.0,100.0,4.0,4.0,2423.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
994,9.0,21.0,97.0,9.0,10.0,10.0,10.0,1020.0,2.0,6.0,9.0,673.0,13.0,68.0,3.0,60.0,47.6256981,-122.3209536,16.0,100.0,100.0,10.0,10.0,2606.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
995,9.0,14.0,99.0,9.0,10.0,10.0,9.0,888.0,2.0,1.0,1.0,63.0,1.0,9.0,2.0,14.0,47.62398244,-122.3203742,2.0,100.0,100.0,10.0,10.0,2606.0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
996,3.0,67.0,93.0,10.0,10.0,10.0,10.0,377.0,1.5,1.0,1.0,79.0,1.0,0.0,1.0,7.0,47.62563419,-122.3246633,2.0,100.0,100.0,3.0,3.0,953.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
997,3.0,48.0,97.0,9.0,9.0,10.0,10.0,931.0,1.0,1.0,1.0,149.0,1.0,0.0,2.0,7.0,47.61398887,-122.3277892,2.0,100.0,100.0,3.0,3.0,1634.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
998,1.0,32.0,96.0,10.0,9.0,10.0,10.0,559.0,1.0,1.0,1.0,199.0,2.0,50.0,1.0,10.0,47.61530315,-122.3277021,2.0,100.0,100.0,1.0,1.0,1499.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
999,6.0,31.0,92.0,10.0,10.0,10.0,10.0,555.0,1.0,2.0,3.0,204.0,1.0,0.0,3.0,90.0,47.6148424,-122.3235691,6.0,93.0,100.0,8.0,8.0,1501.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1000,2.0,4.0,95.0,9.0,10.0,10.0,10.0,48.0,1.0,2.0,2.0,152.0,1.0,0.0,4.0,14.0,47.62361835,-122.3224541,3.0,81.89,79.73,2.0,2.0,1614.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1001,1.0,9.0,100.0,10.0,10.0,10.0,10.0,100.0,1.0,1.0,1.0,81.0,2.0,25.0,2.0,6.0,47.62748203,-122.3161531,2.0,50.0,100.0,1.0,1.0,277.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1002,2.0,3.0,100.0,10.0,10.0,10.0,10.0,4.0,1.0,1.0,1.0,25.0,0.0,0.0,1.0,28.0,47.61485057,-122.3243035,1.0,100.0,100.0,2.0,2.0,123.0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1003,1.0,30.0,99.0,10.0,10.0,10.0,10.0,1088.0,1.0,2.0,2.0,195.0,1.0,0.0,3.0,7.0,47.62289407,-122.325575,3.0,100.0,100.0,1.0,1.0,1709.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1004,1.0,78.0,91.0,9.0,9.0,9.0,9.0,1306.0,1.0,1.0,2.0,169.0,4.0,25.0,2.0,365.0,47.62162739,-122.3169293,5.0,100.0,100.0,1.0,1.0,1680.0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1005,3.0,73.0,91.0,9.0,9.0,10.0,9.0,281.0,1.0,1.0,1.0,59.0,1.0,10.0,1.0,7.0,47.61682555,-122.3235962,2.0,100.0,100.0,15.0,15.0,2286.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1006,2.0,20.0,89.0,10.0,8.0,10.0,10.0,216.0,1.0,2.0,1.0,75.0,1.0,0.0,1.0,5.0,47.61804404,-122.3148313,2.0,40.0,100.0,2.0,2.0,1369.0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1007,2.0,50.0,94.0,10.0,10.0,10.0,10.0,75.0,1.0,0.0,1.0,100.0,1.0,0.0,2.0,13.0,47.62098898,-122.3165561,2.0,100.0,100.0,2.0,2.0,1781.0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1008,1.0,136.0,97.0,10.0,10.0,10.0,10.0,1016.0,1.0,1.0,1.0,150.0,1.0,0.0,3.0,14.0,47.61520034,-122.3138605,2.0,81.89,79.73,1.0,1.0,1239.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
1009,4.0,38.0,97.0,10.0,10.0,10.0,10.0,209.0,1.0,1.0,1.0,89.0,2.0,20.0,1.0,30.0,47.62205058,-122.3155991,2.0,100.0,100.0,4.0,4.0,209.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
1010,1.0,77.0,91.0,9.0,9.0,10.0,10.0,569.0,1.0,1.0,1.0,152.0,3.0,0.0,2.0,11.0,47.62787942,-122.3200708,3.0,81.89,79.73,1.0,1.0,649.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1011,3.0,12.0,92.0,9.0,8.0,9.0,10.0,1261.0,1.0,1.0,1.0,100.0,1.0,0.0,1.0,30.0,47.62043351,-122.3168844,2.0,100.0,100.0,3.0,3.0,1840.0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
1012,1.0,5.0,92.0,9.0,9.0,9.0,9.0,648.0,1.0,1.0,1.0,82.0,0.0,0.0,2.0,31.0,47.61876529,-122.3160084,2.0,100.0,100.0,1.0,1.0,748.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1013,1.0,0.0,94.54,9.64,9.56,9.79,9.81,0.0,1.0,0.0,1.0,110.0,1.0,0.0,7.0,30.0,47.61536887,-122.3148366,1.0,81.89,79.73,1.0,1.0,849.0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
1014,1.0,29.0,98.0,10.0,10.0,10.0,10.0,150.0,1.0,1.0,1.0,126.0,1.0,0.0,1.0,7.0,47.61436709,-122.3141281,2.0,100.0,100.0,1.0,1.0,276.0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
1015,1.0,110.0,97.0,10.0,10.0,10.0,10.0,1922.0,1.0,2.0,2.0,199.0,2.0,20.0,2.0,60.0,47.61742598,-122.3267563,4.0,100.0,100.0,1.0,1.0,2175.0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1016,1.0,8.0,100.0,10.0,10.0,10.0,10.0,283.0,1.0,1.0,1.0,125.0,1.0,0.0,7.0,90.0,47.62588997,-122.3166568,2.0,100.0,100.0,1.0,1.0,144.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1017,7.0,41.0,94.0,10.0,10.0,10.0,10.0,1191.0,2.0,1.0,1.0,119.0,1.0,0.0,2.0,365.0,47.62202056,-122.3239854,4.0,100.0,100.0,8.0,8.0,1728.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1018,1.0,2.0,100.0,10.0,10.0,10.0,10.0,31.0,1.0,1.0,2.0,115.0,2.0,5.0,1.0,2.0,47.61869802,-122.3218204,4.0,100.0,100.0,1.0,1.0,490.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1019,2.0,24.0,100.0,10.0,10.0,10.0,10.0,120.0,1.0,1.0,1.0,139.0,1.0,0.0,1.0,30.0,47.62296852,-122.318915,2.0,100.0,100.0,2.0,2.0,744.0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
1020,2.0,168.0,95.0,10.0,10.0,10.0,10.0,1019.0,1.0,1.0,1.0,55.0,1.0,7.0,1.0,14.0,47.68192738,-122.389966,2.0,100.0,100.0,2.0,2.0,1064.0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
1021,1.0,0.0,94.54,9.64,9.56,9.79,9.81,0.0,1.0,1.0,1.0,60.0,1.0,0.0,1.0,3.0,47.68329269,-122.3878909,2.0,81.89,79.73,1.0,1.0,969.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
1022,2.0,115.0,95.0,10.0,10.0,10.0,10.0,1216.0,1.0,1.0,1.0,90.0,2.0,15.0,1.0,365.0,47.68230928,-122.3787497,3.0,100.0,100.0,2.0,2.0,1831.0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
1023,2.0,18.0,91.0,9.0,9.0,10.0,10.0,345.0,1.0,1.0,2.0,49.0,2.0,20.0,1.0,25.0,47.67782688,-122.3901366,4.0,100.0,100.0,2.0,2.0,1124.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
1024,1.0,0.0,94.54,9.64,9.56,9.79,9.81,0.0,1.0,1.0,2.0,99.0,1.0,0.0,3.0,21.0,47.68804808,-122.39231,2.0,81.89,79.73,1.0,1.0,2064.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
1025,1.0,4.0,100.0,10.0,10.0,10.0,10.0,105.0,1.0,2.0,2.0,110.0,1.0,0.0,14.0,91.0,47.6814246,-122.3850389,4.0,80.0,100.0,1.0,1.0,1323.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1026,2.0,89.0,95.0,9.0,10.0,10.0,10.0,510.0,1.0,2.0,3.0,105.0,2.0,15.0,1.0,365.0,47.68211267,-122.378638,7.0,100.0,100.0,2.0,2.0,1831.0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
1027,1.0,16.0,98.0,10.0,10.0,10.0,10.0,280.0,1.0,1.0,1.0,75.0,1.0,0.0,2.0,10.0,47.68128761,-122.3771811,2.0,100.0,100.0,1.0,1.0,647.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1028,1.0,72.0,99.0,10.0,10.0,10.0,10.0,333.0,1.0,0.0,1.0,105.0,1.0,0.0,1.0,30.0,47.68115962,-122.3849032,2.0,100.0,100.0,1.0,1.0,500.0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1029,1.0,10.0,88.0,9.0,9.0,9.0,10.0,306.0,1.0,3.0,3.0,175.0,2.0,20.0,2.0,365.0,47.67736446,-122.3906412,5.0,67.0,100.0,1.0,1.0,873.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1030,1.0,5.0,100.0,10.0,10.0,10.0,10.0,351.0,1.0,0.0,1.0,65.0,1.0,0.0,1.0,180.0,47.68035881,-122.3854772,2.0,100.0,100.0,1.0,1.0,619.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1031,1.0,55.0,97.0,9.0,10.0,10.0,10.0,484.0,1.0,1.0,1.0,99.0,2.0,30.0,2.0,29.0,47.68088096,-122.3822254,2.0,100.0,100.0,1.0,1.0,758.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
1032,1.0,6.0,97.0,10.0,10.0,10.0,10.0,-137.0,1.0,1.0,1.0,69.0,2.0,0.0,1.0,6.0,47.67710277,-122.3773924,2.0,100.0,100.0,1.0,1.0,879.0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1
1033,1.0,86.0,99.0,10.0,10.0,10.0,10.0,616.0,1.0,2.0,1.0,89.0,2.0,15.0,2.0,30.0,47.67713177,-122.3779184,3.0,100.0,100.0,1.0,1.0,974.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1034,1.0,4.0,85.0,9.0,9.0,10.0,10.0,-40.0,1.0,1.0,1.0,70.0,3.0,10.0,1.0,14.0,47.71089867,-122.3118761,3.0,100.0,100.0,1.0,1.0,570.0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1035,1.0,106.0,95.0,10.0,10.0,10.0,10.0,626.0,1.0,0.0,1.0,65.0,1.0,10.0,1.0,24.0,47.71705327,-122.302838,3.0,100.0,100.0,1.0,1.0,1704.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1036,1.0,16.0,100.0,10.0,10.0,10.0,10.0,173.0,1.0,1.0,1.0,68.0,2.0,30.0,2.0,90.0,47.70197726,-122.305067,2.0,100.0,100.0,1.0,1.0,361.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
1037,2.0,9.0,89.0,9.0,8.0,9.0,10.0,975.0,1.0,1.0,1.0,60.0,1.0,30.0,1.0,7.0,47.69497183,-122.2774815,2.0,100.0,79.73,2.0,2.0,1046.0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
1038,1.0,106.0,98.0,10.0,10.0,10.0,10.0,1714.0,1.0,1.0,1.0,51.0,1.0,10.0,3.0,21.0,47.70638974,-122.2807456,2.0,100.0,100.0,1.0,1.0,1688.0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
1039,1.0,12.0,98.0,10.0,10.0,10.0,10.0,151.0,1.0,2.0,2.0,150.0,2.0,5.0,5.0,65.0,47.69454685,-122.2765863,4.0,100.0,79.73,1.0,1.0,1422.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1040,1.0,0.0,94.54,9.64,9.56,9.79,9.81,0.0,1.0,1.0,1.0,80.0,1.0,0.0,6.0,15.0,47.69911332,-122.2730057,2.0,100.0,79.73,3.0,3.0,1126.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1041,1.0,0.0,94.54,9.64,9.56,9.79,9.81,0.0,1.0,1.0,1.0,65.0,1.0,0.0,1.0,6.0,47.70032554,-122.2778899,2.0,67.0,100.0,1.0,1.0,329.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1042,1.0,7.0,100.0,10.0,10.0,10.0,10.0,291.0,1.0,1.0,1.0,68.0,2.0,25.0,2.0,30.0,47.69516921,-122.2752102,2.0,100.0,100.0,1.0,1.0,800.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1043,1.0,32.0,99.0,10.0,10.0,10.0,10.0,420.0,2.5,3.0,4.0,252.0,2.0,29.0,1.0,99.0,47.70109135,-122.2753063,10.0,100.0,100.0,1.0,1.0,664.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
1044,1.0,175.0,99.0,10.0,10.0,10.0,10.0,490.0,1.0,1.0,1.0,71.0,2.0,0.0,1.0,7.0,47.68402967,-122.3740862,2.0,100.0,100.0,1.0,1.0,480.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
1045,2.0,19.0,98.0,10.0,10.0,10.0,10.0,490.0,1.0,1.0,1.0,140.0,1.0,0.0,3.0,45.0,47.67959073,-122.3700101,2.0,100.0,100.0,2.0,2.0,1102.0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
1046,1.0,22.0,98.0,10.0,10.0,10.0,10.0,140.0,1.0,2.0,4.0,125.0,4.0,10.0,1.0,9.0,47.68309403,-122.3713839,6.0,100.0,100.0,1.0,1.0,1529.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1047,1.0,4.0,95.0,9.0,10.0,10.0,10.0,28.0,1.0,2.0,4.0,150.0,4.0,0.0,1.0,31.0,47.68366488,-122.3708578,6.0,100.0,100.0,1.0,1.0,1138.0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1048,1.0,1.0,100.0,10.0,10.0,10.0,10.0,0.0,2.0,2.0,2.0,200.0,4.0,10.0,2.0,7.0,47.68702261,-122.3732115,4.0,81.89,79.73,1.0,1.0,366.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
1049,1.0,18.0,98.0,10.0,10.0,10.0,10.0,1411.0,1.0,1.0,1.0,135.0,1.0,15.0,3.0,160.0,47.68648953,-122.3684619,2.0,100.0,100.0,1.0,1.0,1664.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1050,2.0,7.0,97.0,10.0,10.0,10.0,10.0,211.0,1.0,1.0,1.0,35.0,1.0,0.0,1.0,30.0,47.69024708,-122.3696289,1.0,100.0,100.0,2.0,2.0,620.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
1051,2.0,119.0,98.0,10.0,10.0,10.0,10.0,765.0,1.0,1.0,1.0,115.0,2.0,15.0,2.0,365.0,47.67720865,-122.3696957,2.0,100.0,100.0,2.0,2.0,1102.0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1052,1.0,5.0,96.0,9.0,9.0,10.0,10.0,14.0,2.0,2.0,2.0,150.0,1.0,0.0,2.0,20.0,47.67663238,-122.3667924,3.0,100.0,100.0,1.0,1.0,1119.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1053,1.0,30.0,99.0,10.0,10.0,10.0,10.0,197.0,1.0,1.0,1.0,118.0,1.0,0.0,2.0,28.0,47.6880061,-122.3695598,2.0,90.0,100.0,1.0,1.0,1304.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
1054,1.0,85.0,94.0,9.0,9.0,10.0,10.0,960.0,1.0,1.0,1.0,58.0,2.0,10.0,2.0,31.0,47.68891705,-122.3758642,2.0,100.0,100.0,1.0,1.0,1419.0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
1055,1.0,18.0,97.0,10.0,10.0,10.0,10.0,172.0,2.5,3.0,5.0,375.0,1.0,0.0,1.0,28.0,47.67763444,-122.3754333,7.0,100.0,100.0,2.0,2.0,118.0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1056,1.0,24.0,94.0,9.0,10.0,10.0,10.0,45.0,1.0,2.0,1.0,89.0,2.0,15.0,3.0,60.0,47.6799167,-122.3671069,3.0,81.89,79.73,1.0,1.0,1678.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1057,1.0,82.0,99.0,10.0,10.0,10.0,10.0,643.0,1.0,1.0,2.0,115.0,2.0,10.0,2.0,10.0,47.67909007,-122.3696747,4.0,100.0,100.0,1.0,1.0,1229.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
1058,1.0,404.0,98.0,10.0,10.0,10.0,10.0,2070.0,1.0,1.0,2.0,75.0,2.0,15.0,1.0,365.0,47.67941169,-122.3705396,4.0,94.0,100.0,1.0,1.0,2248.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
1059,1.0,26.0,98.0,10.0,10.0,10.0,10.0,90.0,1.0,1.0,1.0,55.0,1.0,10.0,1.0,90.0,47.71125213,-122.2940394,2.0,100.0,100.0,1.0,1.0,407.0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
1060,1.0,0.0,94.54,9.64,9.56,9.79,9.81,0.0,1.0,2.0,4.0,189.0,4.0,50.0,2.0,30.0,47.71102513,-122.2933261,4.0,81.89,79.73,1.0,1.0,115.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
1061,1.0,20.0,99.0,10.0,10.0,10.0,10.0,400.0,1.0,1.0,1.0,130.0,2.0,40.0,1.0,14.0,47.58869573,-122.3801501,2.0,81.89,79.73,1.0,1.0,787.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1062,1.0,86.0,88.0,9.0,9.0,9.0,10.0,132.0,1.0,1.0,1.0,55.0,1.0,10.0,1.0,28.0,47.72049289,-122.3000268,2.0,100.0,100.0,1.0,1.0,800.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
1063,3.0,10.0,96.0,10.0,10.0,10.0,10.0,-118.0,1.0,1.0,1.0,55.0,2.0,20.0,1.0,14.0,47.72323034,-122.3037318,2.0,100.0,100.0,3.0,3.0,1076.0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
1064,2.0,15.0,85.0,9.0,9.0,10.0,10.0,1349.0,1.0,1.0,1.0,56.0,1.0,0.0,2.0,90.0,47.72521002,-122.3019263,2.0,81.89,79.73,2.0,2.0,1313.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
1065,2.0,11.0,76.0,8.0,7.0,9.0,9.0,1103.0,1.0,1.0,1.0,54.0,2.0,0.0,2.0,60.0,47.72588166,-122.3010631,2.0,81.89,79.73,2.0,2.0,1313.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
1066,2.0,42.0,96.0,10.0,10.0,10.0,10.0,411.0,1.5,1.0,3.0,62.0,1.0,10.0,1.0,14.0,47.72776456,-122.2988422,3.0,100.0,100.0,2.0,2.0,1420.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
1067,3.0,24.0,93.0,10.0,10.0,10.0,10.0,183.0,1.0,1.0,2.0,53.0,2.0,20.0,1.0,14.0,47.72202232,-122.3036411,2.0,100.0,100.0,3.0,3.0,1076.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
